Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,470.46",  2.8%,  4.5%,146.5
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,457.35", -0.9%,  2.5%,145.2
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,473.24",  1.1%,  4.6%,146.8
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,477.67",  0.3%,  5.2%,147.2
May 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,484.31",  0.4%,  2.6%,147.9
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,526.63",  2.9%,  4.9%,152.1
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,546.40",  1.3%,  6.5%,154.0
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,521.20", -1.6%,  4.5%,151.5
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,544.48",  1.5%,  8.0%,153.8
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,576.64",  2.1%,  9.0%,157.0
,,,,,,,
"Source: Statistics Canada. Table 14 10 0223 Employment and average weekly earnings (including overtime) for all employees by province and territory, monthly, seasonally adjusted",,,,,,,
