Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  979.13,  4.4%,  3.4%,103.3
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  984.75,  0.6%,  4.7%,103.9
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,010.75",  2.6%, 10.6%,106.6
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  992.58, -1.8%,  7.1%,104.7
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  983.02, -1.0%,  4.8%,103.7
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  965.65, -1.8%,  2.8%,101.9
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  979.80,  1.5%,  2.5%,103.4
May 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,004.04",  2.5%,  4.5%,105.9
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,012.61",  0.9%,  6.2%,106.8
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,034.56",  2.2%,  9.9%,109.1
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,011.62", -2.2%,  4.3%,106.7
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,002.44", -0.9%,  6.9%,105.7
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,$  985.67, -1.7%,  0.7%,104.0
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,010.27",  2.5%,  2.6%,106.6
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,053.91",  4.3%,  4.3%,111.2
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,035.88", -1.7%,  4.4%,109.3
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,036.75",  0.1%,  5.5%,109.4
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,027.25", -0.9%,  6.4%,108.4
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,025.75", -0.1%,  4.7%,108.2
May 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,012.49", -1.3%,  0.8%,106.8
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,029.22",  1.7%,  1.6%,108.6
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,070.82",  4.0%,  3.5%,113.0
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,054.04", -1.6%,  4.2%,111.2
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,073.95",  1.9%,  7.1%,113.3
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,042.39", -2.9%,  5.8%,110.0
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,051.70",  0.9%,  4.1%,110.9
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,009.35", -4.0%, -4.2%,106.5
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,026.59",  1.7%, -0.9%,108.3
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,048.40",  2.1%,  1.1%,110.6
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,020.94", -2.6%, -0.6%,107.7
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,012.88", -0.8%, -1.3%,106.8
May 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,032.32",  1.9%,  2.0%,108.9
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,029.61", -0.3%,  0.0%,108.6
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,011.52", -1.8%, -5.5%,106.7
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,023.79",  1.2%, -2.9%,108.0
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,048.30",  2.4%, -2.4%,110.6
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,052.16",  0.4%,  0.9%,111.0
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,028.48", -2.3%, -2.2%,108.5
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,034.16",  0.6%,  2.5%,109.1
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,037.55",  0.3%,  1.1%,109.4
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,046.96",  0.9%, -0.1%,110.4
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,081.40",  3.3%,  5.9%,114.1
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,069.97", -1.1%,  5.6%,112.9
May 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,073.26",  0.3%,  4.0%,113.2
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,066.94", -0.6%,  3.6%,112.5
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,066.89",  0.0%,  5.5%,112.5
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,053.21", -1.3%,  2.9%,111.1
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,061.72",  0.8%,  1.3%,112.0
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,102.33",  3.8%,  4.8%,116.3
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,104.62",  0.2%,  7.4%,116.5
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,098.88", -0.5%,  6.3%,115.9
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,120.19",  1.9%,  8.0%,118.2
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,106.63", -1.2%,  5.7%,116.7
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,127.89",  1.9%,  4.3%,119.0
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,151.03",  2.1%,  7.6%,121.4
May 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,110.97", -3.5%,  3.5%,117.2
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,096.62", -1.3%,  2.8%,115.7
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,099.98",  0.3%,  3.1%,116.0
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,177.28",  7.0%, 11.8%,124.2
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,130.79", -3.9%,  6.5%,119.3
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,120.87", -0.9%,  1.7%,118.2
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,116.56", -0.4%,  1.1%,117.8
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,175.31",  5.3%,  7.0%,124.0
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,146.84", -2.4%,  2.4%,121.0
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,136.62", -0.9%,  2.7%,119.9
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,139.77",  0.3%,  1.1%,120.2
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,123.04", -1.5%, -2.4%,118.5
May 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,122.70",  0.0%,  1.1%,118.4
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,150.39",  2.5%,  4.9%,121.3
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,135.90", -1.3%,  3.3%,119.8
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,104.06", -2.8%, -6.2%,116.5
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,117.38",  1.2%, -1.2%,117.9
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,116.56", -0.1%, -0.4%,117.8
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,158.71",  3.8%,  3.8%,122.2
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,138.67", -1.7%, -3.1%,120.1
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,127.02", -1.0%, -1.7%,118.9
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,150.81",  2.1%,  1.2%,121.4
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,157.63",  0.6%,  1.6%,122.1
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,213.86",  4.9%,  8.1%,128.0
May 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,166.94", -3.9%,  3.9%,123.1
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,165.84", -0.1%,  1.3%,123.0
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,251.67",  7.4%, 10.2%,132.0
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,258.45",  0.5%, 14.0%,132.7
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,257.23", -0.1%, 12.5%,132.6
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,243.21", -1.1%, 11.3%,131.1
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,225.55", -1.4%,  5.8%,129.3
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,224.57", -0.1%,  7.5%,129.2
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,246.21",  1.8%, 10.6%,131.5
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,246.81",  0.0%,  8.3%,131.5
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,224.12", -1.8%,  5.7%,129.1
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,227.69",  0.3%,  1.1%,129.5
May 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,268.21",  3.3%,  8.7%,133.8
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,271.06",  0.2%,  9.0%,134.1
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,230.85", -3.2%, -1.7%,129.8
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,272.48",  3.4%,  1.1%,134.2
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,243.00", -2.3%, -1.1%,131.1
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,259.36",  1.3%,  1.3%,132.8
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,260.75",  0.1%,  2.9%,133.0
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,246.23", -1.2%,  1.8%,131.5
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,262.06",  1.3%,  1.3%,133.1
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,261.81",  0.0%,  1.2%,133.1
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,272.38",  0.8%,  3.9%,134.2
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,302.26",  2.3%,  6.1%,137.4
May 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,281.40", -1.6%,  1.0%,135.2
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,279.51", -0.1%,  0.7%,135.0
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,295.79",  1.3%,  5.3%,136.7
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,287.14", -0.7%,  1.2%,135.8
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,289.66",  0.2%,  3.8%,136.0
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,293.29",  0.3%,  2.7%,136.4
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,295.33",  0.2%,  2.7%,136.6
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,292.06", -0.3%,  3.7%,136.3
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,299.93",  0.6%,  3.0%,137.1
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,305.39",  0.4%,  3.5%,137.7
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,308.33",  0.2%,  2.8%,138.0
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,308.28",  0.0%,  0.5%,138.0
May 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,304.04", -0.3%,  1.8%,137.6
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,300.05", -0.3%,  1.6%,137.1
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,334.27",  2.6%,  3.0%,140.7
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,319.65", -1.1%,  2.5%,139.2
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,352.67",  2.5%,  4.9%,142.7
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,356.45",  0.3%,  4.9%,143.1
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,357.26",  0.1%,  4.8%,143.2
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,374.45",  1.3%,  6.4%,145.0
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,398.29",  1.7%,  7.6%,147.5
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,373.93", -1.7%,  5.3%,144.9
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,404.91",  2.3%,  7.4%,148.2
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,402.91", -0.1%,  7.2%,148.0
May 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,392.70", -0.7%,  6.8%,146.9
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,400.64",  0.6%,  7.7%,147.7
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,394.66", -0.4%,  4.5%,147.1
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,434.39",  2.8%,  8.7%,151.3
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,451.37",  1.2%,  7.3%,153.1
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,472.28",  1.4%,  8.5%,155.3
Jan 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,633.25",  0.0%, 21.7%,100.0
Feb 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,577.21", -3.4%, 13.9%, 96.6
Mar 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,516.74", -3.8%, 12.4%, 92.9
Apr 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,677.26", 10.6%, 18.7%,102.7
May 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,716.83",  2.4%, 11.6%,105.1
Jun 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,511.47",-12.0%,  2.3%, 92.5
Jul 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,564.49",  3.5%,  7.9%, 95.8
Aug 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,623.01",  3.7%, 12.3%, 99.4
Sep 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,601.95", -1.3%,  4.8%, 98.1
Oct 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,641.51",  2.5%, 12.4%,100.5
Nov 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,635.50", -0.4%,  8.2%,100.1
Dec 2011,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,587.51", -2.9%, -2.8%, 97.2
Jan 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,609.62",  1.4%, -1.4%, 98.6
Feb 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,609.79",  0.0%,  2.1%, 98.6
Mar 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,582.54", -1.7%,  4.3%, 96.9
Apr 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,579.38", -0.2%, -5.8%, 96.7
May 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,707.58",  8.1%, -0.5%,104.6
Jun 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,508.18",-11.7%, -0.2%, 92.3
Jul 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,593.58",  5.7%,  1.9%, 97.6
Aug 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,479.34", -7.2%, -8.9%, 90.6
Sep 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,705.32", 15.3%,  6.5%,104.4
Oct 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,508.45",-11.5%, -8.1%, 92.4
Nov 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,443.64", -4.3%,-11.7%, 88.4
Dec 2012,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,475.71",  2.2%, -7.0%, 90.4
Jan 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,492.62",  1.1%, -7.3%, 91.4
Feb 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,501.64",  0.6%, -6.7%, 91.9
Mar 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,460.91", -2.7%, -7.7%, 89.4
Apr 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,478.09",  1.2%, -6.4%, 90.5
May 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,473.49", -0.3%,-13.7%, 90.2
Jun 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,540.47",  4.5%,  2.1%, 94.3
Jul 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,492.43", -3.1%, -6.3%, 91.4
Aug 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,344.87", -9.9%, -9.1%, 82.3
Sep 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,464.10",  8.9%,-14.1%, 89.6
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,484.20",  1.4%, -1.6%, 90.9
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,550.78",  4.5%,  7.4%, 95.0
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,596.98",  3.0%,  8.2%, 97.8
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,518.48", -4.9%,  1.7%, 93.0
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,590.04",  4.7%,  5.9%, 97.4
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,545.56", -2.8%,  5.8%, 94.6
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,590.56",  2.9%,  7.6%, 97.4
May 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,541.28", -3.1%,  4.6%, 94.4
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,563.28",  1.4%,  1.5%, 95.7
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,482.35", -5.2%, -0.7%, 90.8
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,530.71",  3.3%, 13.8%, 93.7
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,542.48",  0.8%,  5.4%, 94.4
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,591.20",  3.2%,  7.2%, 97.4
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,519.85", -4.5%, -2.0%, 93.1
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,504.83", -1.0%, -5.8%, 92.1
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,473.28", -2.1%, -3.0%, 90.2
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,647.10", 11.8%,  3.6%,100.8
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,574.31", -4.4%,  1.9%, 96.4
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,549.61", -1.6%, -2.6%, 94.9
May 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,712.86", 10.5%, 11.1%,104.9
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,625.81", -5.1%,  4.0%, 99.5
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,500.24", -7.7%,  1.2%, 91.9
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,528.30",  1.9%, -0.2%, 93.6
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,547.05",  1.2%,  0.3%, 94.7
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,586.42",  2.5%, -0.3%, 97.1
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,586.15",  0.0%,  4.4%, 97.1
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,578.14", -0.5%,  4.9%, 96.6
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,555.13", -1.5%,  5.6%, 95.2
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,498.05", -3.7%, -9.0%, 91.7
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,554.75",  3.8%, -1.2%, 95.2
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,487.51", -4.3%, -4.0%, 91.1
May 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,511.78",  1.6%,-11.7%, 92.6
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,402.17", -7.3%,-13.8%, 85.9
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,523.13",  8.6%,  1.5%, 93.3
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,622.92",  6.6%,  6.2%, 99.4
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,540.00", -5.1%, -0.5%, 94.3
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,564.27",  1.6%, -1.4%, 95.8
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,618.85",  3.5%,  2.1%, 99.1
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,502.78", -7.2%, -4.8%, 92.0
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,606.82",  6.9%,  3.3%, 98.4
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,615.80",  0.6%,  7.9%, 98.9
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,517.74", -6.1%, -2.4%, 92.9
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,545.39",  1.8%,  3.9%, 94.6
May 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,608.09",  4.1%,  6.4%, 98.5
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,667.66",  3.7%, 18.9%,102.1
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,659.43", -0.5%,  8.9%,101.6
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,781.45",  7.4%,  9.8%,109.1
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,969.55", 10.6%, 27.9%,120.6
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,863.02", -5.4%, 19.1%,114.1
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,889.93",  1.4%, 16.7%,115.7
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,876.86", -0.7%, 24.9%,114.9
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,904.45",  1.5%, 18.5%,116.6
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,022.89",  6.2%, 25.2%,123.9
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,896.08", -6.3%, 24.9%,116.1
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,789.03", -5.6%, 15.8%,109.5
May 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,717.07",..,  3.0%,105.1
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,646.71", -4.1%, -0.8%,100.8
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,493.56", -9.3%,-16.2%, 91.4
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,580.31",  5.8%,-19.8%, 96.8
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,441.74", -8.8%,-22.6%, 88.3
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,520.69",  5.5%,-19.5%, 93.1
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,542.01",  1.4%,-17.8%, 94.4
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,547.92",  0.4%,-18.7%, 94.8
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,593.06",  2.9%,-21.2%, 97.5
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,574.00", -1.2%,-17.0%, 96.4
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,623.28",  3.1%, -9.3%, 99.4
